1	1	-0.40108	0.0139169209	-0.0802015815103193	1	1	0	0	0	0	0	0	1	0
1	2	-0.05727	0.0342879289	-0.0802015815103193	1	1	0	0	0	0	0	0	1	0
1	3	-0.29852	0.0339112225	-0.0802015815103193	1	1	0	0	0	0	0	0	1	0
1	4	0.36094	0.03404025	-0.0802015815103193	1	1	0	0	0	0	0	0	1	0
1	5	-0.33336	0.0128210329	-0.0802015815103193	1	0	0	1	0	0	0	0	1	0
1	6	-0.07173	0.0136118889	-0.0802015815103193	1	1	0	0	0	0	0	0	1	0
1	7	-0.16793	0.00583696	-0.0802015815103193	1	0	1	0	0	0	0	0	1	0
2	8	-0.55585	0.3964969024	-0.874197238462607	0	0	0	1	0	0	0	0	1	0
2	9	-0.09217	0.5866794025	-0.609532019478511	0	0	0	1	0	0	0	0	1	0
2	10	0.48184	0.7119478129	-0.344866800494415	0	0	0	1	0	0	0	0	1	0
2	11	-0.25672	0.2932547409	-0.0802015815103193	0	0	0	1	0	0	0	0	1	0
2	12	-0.429	0.43652449	0.184463637473777	0	0	0	1	0	0	0	0	1	0
2	13	-0.55207	0.136161	0.449128856457872	0	0	0	1	0	0	0	0	1	0
2	14	-1.113	0.3360289024	0.713794075441968	0	0	0	1	0	0	0	0	1	0
3	15	-0.24714	0.1291467969	-0.344866800494415	0	0	0	0	1	0	1	0	0	0
4	16	-0.45176	0.0092083216	-1.1388624574467	1	0	1	0	0	0	0	0	1	0
5	17	-0.44629	0.5400045225	-0.609532019478511	1	0	0	1	0	0	0	0	1	0
5	18	-0.87855	0.3606843249	-0.609532019478511	1	0	0	1	0	0	0	0	1	0
5	19	1.50539	0.3146649025	-0.609532019478511	1	1	0	0	0	0	0	0	1	0
5	20	-0.8546	0.1750836649	-0.609532019478511	1	0	1	0	0	0	0	0	1	0
5	21	-0.09465	0.0834227689	-0.609532019478511	1	0	1	0	0	0	0	0	1	0
6	22	0.04879	0.0438567364	0.978459294426064	1	0	1	0	0	0	0	0	0	1
6	23	-0.14259	0.0225690529	0.978459294426064	0	0	1	0	0	0	0	0	0	1
6	24	-0.89097	0.3852560761	0.978459294426064	0	0	1	0	0	0	0	0	0	1
7	25	0.35229	0.0899220169	-1.66819289541489	1	0	1	0	0	1	0	0	0	0
8	26	-0.05753	0.0056896849	0.449128856457872	0	0	1	0	0	0	0	1	0	0
8	27	-0.20078	0.0768620176	0.449128856457872	1	0	1	0	0	0	0	1	0	0
8	28	-0.27131	0.0157301764	0.449128856457872	1	0	1	0	0	0	0	1	0	0
9	29	-0.31304	0.0106688241	-4.57951030423995	1	0	0	0	1	1	0	0	0	0
9	30	-0.05053	0.0051955264	-0.874197238462607	1	0	0	0	1	1	0	0	0	0
10	31	-0.03353	0.0235591801	-0.0802015815103193	0	0	1	0	0	0	0	0	0	1
10	32	0.48551	0.20967241	-0.0802015815103193	1	0	1	0	0	0	0	0	0	1
10	33	0.14548	0.0372219849	-0.0802015815103193	0	0	1	0	0	0	0	0	0	1
10	34	-0.5499	0.1441341225	-0.344866800494415	1	0	1	0	0	0	0	0	0	1
11	35	-0.00307	0.01532644	-0.0802015815103193	0	0	0	0	1	0	1	0	0	0
12	36	0.18275	0.0009903609	0.184463637473777	0	0	0	0	1	1	0	0	0	0
12	37	0.08592	0.0009897316	0.449128856457872	0	0	0	0	1	1	0	0	0	0
12	38	-0.02845	0.0010686361	0.713794075441968	0	0	0	0	1	1	0	0	0	0
12	39	0.11214	0.0009853321	0.978459294426064	0	0	0	0	1	1	0	0	0	0
12	40	0.0739	0.0009653449	1.24312451341016	0	0	0	0	1	1	0	0	0	0
12	41	0.00872	0.0008838729	1.50778973239426	0	0	0	0	1	1	0	0	0	0
